id,productname,productprice,salespersonid,legalpersonid,developerid,testerid,hrid
4444,Projector,500,3,23,324,49,4
4445,Refrigerator,700,5,700,326,459,8
4446,WashingMachine,500,100,50,328,678,3
4447,Dryers,600,500,400,330,678,2
4448,Ovens,800,50,7,332,789,5
4449,Microwaves,700,30,3,334,697,3
4450,Air Conditioner,300,5,5,336,457,7
4451,Cameras,400,50,100,338,567,6
4452,Drone,500,70,500,340,466,4
4453,Virtual Reality Headsets,400,20,50,342,55,4
4454,Fitness Trackers,200,30,30,344,367,6
4455,Headphones ,100,23,5,346,45,8
4456,Earpods,450,700,50,348,36,5
4457,Blutooth Headphones,670,50,70,350,457,3
4458,Speakers,890,5,20,352,33,5
4459,Power Bank,670,100,30,354,4,5
4460,External Hard Dirves,450,500,23,356,5,7
4461,Printers,340,50,700,358,6,3
4462,Scanners,750,30,50,360,7,4
4463,Proector,670,5,50,362,67,7
4464,Electronic toothbrushes,340,50,400,364,50,5
4465,Pocket cameras,250,70,7,366,67,2
4466,ATM,450,20,3,368,46,6
4467,Sensors,760,30,5,370,235,4
4468,Smartphones,160,23,100,372,670,3
4469,Computer,2000,700,500,374,457,8
4470,Laptop,450,50,50,376,234,3
4471,Wacom Tablet ,125,23,30,378,560,5
4472,Bluetooth Speakers,500,700,5,380,230,6
4473,Television,300,50,50,382,43,7
4474,SmartWatches,400,50,70,384,104,4
4475,Tablet,500,400,20,386,923,8
4476,Video Players,600,7,30,388,345,3
4477,Calculators ,700,3,23,390,230,2
4478,Mobile Phones,700,5,23,392,456,5
4479,Telephone,600,100,700,394,1,3
4480,Landline Phone,800,500,50,396,23,7
4481,Radios,600,50,50,398,234,6
4482,Wakie-Talkies,300,30,400,400,45,4
4483,Routers,500,5,7,402,345,4
4484,Modems,500,50,3,404,567,6
4485,Gaming Coonsoles,700,70,5,406,409,8
4486,Music Players,500,20,100,408,679,5
4487,E-readers,600,30,500,410,567,3
4488,Kindle,800,23,50,412,67,5
4489,Projector,700,700,30,414,34,5
4490,Refrigerator,300,50,5,416,54,7
4491,WashingMachine,400,400,50,418,566,3
4492,Dryers,500,7,70,420,66,4
4493,Ovens,400,3,20,422,450,7
4494,Microwaves,200,5,30,424,345,5
4495,Air Conditioner,100,100,23,426,456,2
4496,Cameras,450,500,700,428,564,6
4497,Drone,670,50,50,430,456,4
4498,Virtual Reality Headsets,890,30,400,432,563,3
4499,Fitness Trackers,670,5,7,434,6,8
4500,Headphones ,450,50,3,436,12,3
4501,Earpods,340,70,5,438,67,5
4502,Blutooth Headphones,750,20,100,440,34,6
4503,Speakers,670,30,500,442,57,7
4504,Power Bank,340,23,50,444,34,4
4505,External Hard Dirves,250,700,30,446,120,8
4506,Printers,450,50,5,448,330,3
4507,Scanners,760,50,50,450,23,2
4508,Proector,160,400,70,452,34,5
4509,Electronic toothbrushes,2000,7,20,454,56,3
4510,Pocket cameras,450,3,30,456,78,7
4511,ATM,125,5,23,458,98,6
4512,Sensors,500,100,700,460,90,4
4513,Smartphones,300,500,50,462,10,4
4514,Computer,400,50,50,464,34,6
4515,Laptop,500,30,400,466,20,8
4516,Wacom Tablet ,600,5,7,468,23,5
4517,Bluetooth Speakers,700,50,3,470,30,3
4518,Television,700,70,5,472,40,5
4519,SmartWatches,300,20,100,474,50,5
4520,Tablet,500,30,500,476,55,7
4521,Video Players,500,23,50,478,34,3
4522,Calculators ,700,700,30,480,45,4
4523,Mobile Phones,500,50,5,482,35,7
4524,Telephone,600,5,50,484,26,5
4525,Landline Phone,800,100,70,486,27,2
4526,Radios,700,500,20,488,28,6
4527,Wakie-Talkies,300,50,30,490,49,4
4528,Routers,400,30,23,492,459,3
4529,Modems,500,5,700,494,678,8
4530,Gaming Coonsoles,400,50,50,496,678,3
4531,Music Players,200,70,400,498,789,5
4532,E-readers,100,20,7,500,697,6
4533,Kindle,450,30,3,502,457,7
4534,Projector,670,23,5,504,567,4
4535,Refrigerator,890,700,100,506,466,8
4536,WashingMachine,670,50,500,508,55,3
4537,Dryers,450,23,50,510,367,2
4538,Ovens,340,700,30,512,45,5
4539,Microwaves,750,50,5,514,36,3
4540,Air Conditioner,670,50,50,516,457,7
4541,Cameras,340,400,70,518,33,6
4542,Drone,250,7,20,520,4,4
4543,Virtual Reality Headsets,450,3,30,522,5,4
4544,Fitness Trackers,760,5,23,524,6,6
4545,Headphones ,160,100,700,526,7,8
4546,Earpods,2000,500,50,528,67,5
4547,Blutooth Headphones,450,50,50,530,50,3
4548,Speakers,125,30,400,532,67,5
4549,Power Bank,500,5,7,534,46,5
4550,External Hard Dirves,300,50,3,536,235,7
4551,Printers,400,70,5,538,670,3
4552,Scanners,500,20,100,540,457,4
4553,Proector,600,30,500,542,234,7
4554,Electronic toothbrushes,700,23,50,544,560,5
4555,Pocket cameras,700,700,30,546,230,2
4556,ATM,300,50,5,548,43,6
4557,Sensors,500,400,50,550,104,4
4558,Smartphones,500,7,70,552,923,3
4559,Computer,700,3,20,554,345,8
4560,Laptop,500,5,30,556,230,3
4561,Wacom Tablet ,600,100,23,558,456,5
4562,Bluetooth Speakers,800,500,700,560,1,6
4563,Television,700,50,50,562,23,7
4564,SmartWatches,300,30,400,564,234,4
4565,Tablet,400,5,7,566,45,8
4566,Video Players,500,50,3,568,345,3
4567,Calculators ,400,400,5,570,567,2
4568,Mobile Phones,200,7,100,572,409,5
4569,Telephone,100,3,500,574,679,3
4570,Landline Phone,450,5,50,576,567,7
4571,Radios,670,100,30,578,67,6
4572,Wakie-Talkies,890,500,5,580,34,4
4573,Routers,670,50,50,582,54,4
4574,Modems,450,30,70,584,566,6
4575,Gaming Coonsoles,340,5,20,586,66,8
4576,Music Players,750,50,30,588,450,5
4577,E-readers,670,70,23,590,345,3
4578,Kindle,340,20,700,592,456,5
4579,Projector,250,30,50,594,564,5
4580,Refrigerator,450,23,50,596,456,7
4581,WashingMachine,760,700,400,598,563,3
4582,Dryers,160,50,7,600,6,4
4583,Ovens,2000,400,3,602,12,7
4584,Microwaves,450,7,5,604,67,5
4585,Air Conditioner,125,3,100,606,34,2
4586,Cameras,500,5,500,608,57,6
4587,Drone,300,100,50,610,34,4
4588,Virtual Reality Headsets,400,500,30,612,120,3
4589,Fitness Trackers,500,50,5,614,330,8
4590,Headphones ,600,30,50,616,23,3
4591,Earpods,700,5,70,618,34,5
4592,Blutooth Headphones,700,50,20,620,56,6
4593,Speakers,300,70,30,622,78,7
4594,Power Bank,500,20,23,624,98,4
4595,External Hard Dirves,500,30,700,626,90,8
4596,Printers,700,23,50,628,10,3
4597,Scanners,500,700,400,630,34,2
4598,Proector,600,50,7,632,20,5
4599,Electronic toothbrushes,800,50,3,634,23,3
4600,Pocket cameras,700,400,5,636,30,7
4601,ATM,300,7,100,638,40,6
4602,Sensors,400,3,500,640,50,4
4603,Smartphones,500,5,50,642,55,4
4604,Computer,400,100,30,644,34,6
4605,Laptop,200,500,5,646,45,8
4606,Wacom Tablet ,100,50,50,648,35,5
4607,Bluetooth Speakers,450,30,70,650,26,3
4608,Television,670,5,20,652,27,5
4609,SmartWatches,890,50,30,654,28,5
4610,Tablet,670,70,23,656,49,7
4611,Video Players,450,20,700,658,459,3
4612,Calculators ,340,30,50,660,678,4
4613,Mobile Phones,750,23,50,662,678,7
4614,Telephone,670,700,400,664,789,5
4615,Landline Phone,340,50,7,666,697,2
4616,Radios,250,400,3,668,457,6
4617,Wakie-Talkies,450,7,5,670,567,4
4618,Routers,760,3,100,672,466,3
4619,Modems,160,5,500,674,55,8
4620,Gaming Coonsoles,2000,100,50,676,367,3
4621,Music Players,450,500,30,678,45,5
4622,E-readers,125,50,5,680,36,6
4623,Kindle,500,30,50,682,457,7
4624,Projector,300,5,70,684,33,4
4625,Refrigerator,400,50,20,686,4,8
4626,WashingMachine,500,70,30,688,5,3
4627,Dryers,600,20,23,690,6,2
4628,Ovens,700,30,700,692,7,5
4629,Microwaves,700,23,50,694,67,3
4630,Air Conditioner,300,700,400,696,50,7
4631,Cameras,500,50,7,698,67,6
4632,Drone,500,50,3,700,46,4
4633,Virtual Reality Headsets,700,400,5,702,235,4
4634,Fitness Trackers,500,7,100,704,670,6
4635,Headphones ,600,3,500,706,457,8
4636,Earpods,800,5,50,708,234,5
4637,Blutooth Headphones,700,100,30,710,560,3
4638,Speakers,300,500,5,712,230,5
4639,Power Bank,400,50,50,714,43,5
4640,External Hard Dirves,500,30,70,716,104,7
4641,Printers,400,5,20,718,923,3
4642,Scanners,200,50,30,720,345,4
4643,Proector,100,70,23,722,230,7
4644,Electronic toothbrushes,450,20,700,724,456,5
4645,Pocket cameras,670,30,50,726,1,2
4646,ATM,890,23,50,728,23,6
4647,Sensors,670,700,400,730,234,4
4648,Smartphones,450,50,7,732,45,3
4649,Computer,340,400,3,734,345,8
4650,Laptop,750,7,5,736,567,3
4651,Wacom Tablet ,670,3,100,738,409,5
4652,Bluetooth Speakers,340,5,500,740,679,6
4653,Television,250,100,50,742,567,7
4654,SmartWatches,450,500,30,744,67,4
4655,Tablet,760,50,5,746,34,8
4656,Video Players,160,30,50,748,54,3
4657,Calculators ,2000,5,70,750,566,2
4658,Mobile Phones,450,50,20,752,66,5
4659,Telephone,125,70,30,754,450,3
4660,Landline Phone,500,20,23,756,345,7
4661,Radios,300,30,89,758,456,6
4662,Wakie-Talkies,400,23,45,760,564,4
4663,Routers,500,700,35,762,456,4
4664,Modems,600,50,46,764,563,6
4665,Gaming Coonsoles,700,50,78,766,30,8
4666,Music Players,700,400,56,768,40,5
4667,E-readers,800,7,345,770,50,3
4668,Kindle,300,3,465,772,55,5
4669,Projector,500,5,567,774,34,5
4670,Refrigerator,500,100,765,776,45,7
4671,WashingMachine,700,500,879,778,35,3
4672,Dryers,500,50,555,780,26,4
4673,Ovens,600,30,234,782,27,7
4674,Microwaves,800,5,345,784,28,5
4675,Air Conditioner,700,50,333,786,49,2
4676,Cameras,300,70,234,788,459,6
4677,Drone,400,20,254,790,678,4
4678,Virtual Reality Headsets,500,30,213,792,678,3
4679,Fitness Trackers,400,23,346,794,789,8
4680,Headphones ,200,700,764,796,697,3
4681,Earpods,100,50,768,798,457,5
4682,Blutooth Headphones,450,400,423,800,567,6
4683,Speakers,670,7,986,802,466,7
4684,Power Bank,890,3,999,804,55,4
4685,External Hard Dirves,670,5,123,806,367,8
4686,Printers,450,100,45,808,45,3
4687,Scanners,340,500,32,810,36,2
4688,Proector,750,50,78,812,457,5
4689,Electronic toothbrushes,670,30,45,814,33,3
4690,Pocket cameras,340,5,12,816,4,7
4691,ATM,250,50,345,818,5,6
4692,Sensors,450,400,123,820,6,4
4693,,760,7,100,822,7,4
4694,,160,3,125,824,67,6
4695,Smartphones,2000,5,135,826,50,8
4696,Computer,450,100,167,828,67,5
4697,Laptop,125,500,175,830,46,3
4698,Wacom Tablet ,500,50,197,832,235,5
4699,Bluetooth Speakers,300,30,789,834,670,5
4700,Television,400,5,987,836,457,7
4701,SmartWatches,500,50,678,838,234,3
4702,Tablet,600,70,567,840,560,4
4703,Video Players,700,20,453,842,230,7
4704,Calculators ,700,30,34,844,43,5
4705,Mobile Phones,2000,23,56,846,104,2
4706,Telephone,450,700,76,848,923,6
4707,Landline Phone,125,50,35,850,345,4
4708,Radios,500,400,78,852,230,3
4709,Wakie-Talkies,300,7,570,854,456,8
4710,Routers,400,3,98,856,1,3
4711,Modems,500,5,90,858,23,5
4712,Gaming Coonsoles,600,100,70,860,234,6
4713,Music Players,700,500,679,862,45,7
4714,E-readers,700,50,3,864,345,4
4715,Kindle,800,30,6,866,567,8
4716,Projector,300,5,8,868,409,3
4717,Refrigerator,500,50,5,870,679,2
4718,WashingMachine,500,70,9,872,567,5
4719,Dryers,700,20,3,874,67,3
4720,Ovens,500,30,5,876,34,7
4721,Microwaves,600,23,2,878,54,6
4722,Air Conditioner,800,700,7,880,566,4
4723,Cameras,700,50,90,882,66,4
4724,Drone,300,50,120,884,450,6
4725,Virtual Reality Headsets,400,400,345,886,345,8
4726,Fitness Trackers,500,7,456,888,456,5
4727,Headphones ,400,3,678,890,564,3
4728,Earpods,200,5,347,892,456,5
4729,Blutooth Headphones,100,100,70,894,563,5
4730,Speakers,450,500,72,896,6,7
4731,Power Bank,670,50,48,898,12,3
4732,External Hard Dirves,890,30,32,900,67,4
4733,Printers,670,5,20,902,34,7
4734,Scanners,450,50,34,904,57,5
4735,Proector,340,70,45,906,34,2
4736,Electronic toothbrushes,750,20,10,908,120,6
4737,Pocket cameras,670,30,11,910,330,4
4738,ATM,340,23,15,912,23,3
4739,Sensors,250,700,19,914,34,8
4740,Smartphones,450,50,4,916,56,3
4741,Computer,760,400,9,918,78,5
4742,Laptop,160,7,6,920,98,6
4743,Wacom Tablet ,2000,3,38,922,90,7
4744,Bluetooth Speakers,450,5,33,924,10,4
4745,Television,125,100,55,926,34,8
4746,SmartWatches,500,500,78,928,20,3
4747,Tablet,300,50,45,930,23,2
4748,Video Players,400,30,26,932,30,5
4749,Calculators ,500,5,98,934,40,3
4750,Mobile Phones,600,50,66,936,50,7
4751,Telephone,700,70,77,938,55,6
4752,Landline Phone,700,20,88,940,34,4
4753,Radios,2000,30,99,942,45,4
4754,Wakie-Talkies,450,23,333,944,35,6
4755,Routers,125,700,45,946,26,8
4756,Modems,500,50,345,948,27,5
4757,Gaming Coonsoles,300,50,12,950,28,3
4758,Music Players,400,400,55,952,49,5
4759,E-readers,500,7,36,954,459,5
4760,Kindle,600,3,67,956,678,7
4761,Projector,700,5,23,958,678,3
4762,Refrigerator,700,100,700,960,789,4
4763,WashingMachine,800,500,50,962,697,7
4764,Dryers,300,50,50,964,457,5
4765,Ovens,500,30,400,966,567,2
4766,Microwaves,500,5,7,968,466,6
4767,Air Conditioner,700,50,3,970,55,4
4768,Cameras,500,70,5,972,367,3
4769,Drone,600,20,100,974,45,8
4770,Virtual Reality Headsets,800,30,500,976,36,3
4771,Fitness Trackers,700,23,50,978,457,5
4772,Headphones ,300,700,30,980,33,6
4773,Earpods,400,50,5,982,4,7
4774,Blutooth Headphones,500,400,50,984,5,4
4775,Speakers,400,7,70,986,6,8
4776,Power Bank,200,3,20,988,7,3
4777,External Hard Dirves,100,5,30,990,67,2
4778,Printers,450,100,23,992,50,5
4779,Scanners,670,500,700,994,67,3
4780,Proector,890,50,50,996,46,7
4781,Electronic toothbrushes,670,30,400,998,235,6
4782,Pocket cameras,450,5,7,1000,670,4
4783,ATM,340,50,3,2,457,4
4784,Sensors,750,70,5,4,234,6
4785,Smartphones,670,20,100,6,560,8
4786,Computer,340,30,500,8,230,5
4787,Laptop,250,23,50,10,43,3
4788,Wacom Tablet ,450,700,30,12,104,5
4789,Bluetooth Speakers,760,50,5,14,923,5
4790,Television,160,50,50,16,345,7
4791,SmartWatches,2000,400,70,18,230,3
4792,Tablet,450,7,20,20,456,4
4793,Video Players,125,3,30,22,1,7
4794,Calculators ,500,5,23,24,23,5
4795,Mobile Phones,300,100,700,26,234,2
4796,Telephone,400,500,50,28,45,6
4797,Landline Phone,500,50,50,30,345,4
4798,Radios,600,30,400,32,567,3
4799,Wakie-Talkies,700,5,7,34,409,8
4800,Routers,700,50,3,36,679,3
4801,Modems,750,70,5,38,567,5
4802,Gaming Coonsoles,670,20,100,40,67,6
4803,Music Players,340,30,500,42,34,7
4804,E-readers,250,23,50,44,54,4
4805,Kindle,450,700,30,46,566,8
4806,Projector,760,50,5,48,66,3
4807,Refrigerator,160,5,50,50,450,2
4808,WashingMachine,2000,100,70,52,345,5
4809,Dryers,450,500,20,54,456,3
4810,Ovens,125,50,30,56,564,7
4811,Microwaves,500,30,23,58,456,6
4812,Air Conditioner,300,5,700,60,563,4
4813,Cameras,400,50,50,62,6,4
4814,Drone,500,70,400,64,12,6
4815,Virtual Reality Headsets,600,20,7,66,67,8
4816,Fitness Trackers,700,30,3,68,34,5
4817,Headphones ,700,23,5,70,57,3
4818,Earpods,2000,700,100,72,34,5
4819,Blutooth Headphones,450,50,500,74,120,5
4820,Speakers,125,23,50,76,330,7
4821,Power Bank,500,700,30,78,23,3
4822,External Hard Dirves,300,50,5,80,34,4
4823,Printers,400,50,50,82,56,7
4824,Scanners,500,400,70,84,78,5
4825,Proector,600,7,20,86,98,2
4826,Electronic toothbrushes,700,3,30,88,90,6
4827,Pocket cameras,700,5,23,90,10,4
4828,ATM,800,100,700,92,34,3
4829,Sensors,300,500,50,94,20,8
4830,Smartphones,500,50,50,96,23,3
4831,Computer,500,30,400,98,30,5
4832,Laptop,700,5,7,100,40,6
4833,Wacom Tablet ,500,50,3,102,50,7
4834,Bluetooth Speakers,600,70,5,104,55,4
4835,Television,800,20,100,106,34,8
4836,SmartWatches,700,30,500,108,45,3
4837,Tablet,300,23,50,110,35,2
4838,Video Players,400,700,30,112,26,5
4839,Calculators ,500,50,5,114,27,3
4840,Mobile Phones,400,400,50,116,28,7
4841,Telephone,200,7,70,118,49,6
4842,Landline Phone,100,3,20,120,459,4
4843,Radios,450,5,30,122,678,4
4844,Wakie-Talkies,670,100,23,124,678,6
4845,Routers,890,500,700,126,789,8
4846,Modems,670,50,50,128,697,5
4847,Gaming Coonsoles,450,30,400,130,457,3
4848,Music Players,340,5,7,132,567,5
4849,E-readers,750,50,3,134,466,5
4850,Kindle,670,70,5,136,55,7
4851,Projector,340,20,100,138,367,3
4852,Refrigerator,250,30,500,140,45,4
4853,WashingMachine,450,23,50,142,36,7
4854,Dryers,760,700,30,144,457,5
4855,Ovens,160,50,5,146,33,2
4856,Microwaves,2000,50,50,148,4,6
4857,Air Conditioner,450,400,70,150,5,4
4858,Cameras,125,7,20,152,6,3
4859,Drone,500,3,30,154,7,8
4860,Virtual Reality Headsets,300,5,23,156,67,3
4861,Fitness Trackers,400,100,700,158,50,5
4862,Headphones ,500,500,50,160,67,6
4863,Earpods,600,50,50,162,46,7
4864,Blutooth Headphones,700,30,400,164,235,4
4865,Speakers,700,5,7,166,670,8
4866,Power Bank,750,50,3,168,457,3
4867,External Hard Dirves,670,70,5,170,234,2
4868,Printers,340,20,100,172,560,5
4869,Scanners,250,30,500,174,230,3
4870,Proector,450,23,50,176,43,7
4871,Electronic toothbrushes,760,700,30,178,104,6
4872,Pocket cameras,160,50,5,180,923,4
4873,ATM,2000,5,50,182,345,4
4874,Sensors,450,100,70,184,230,6
4875,,125,500,20,186,456,8
4876,,500,50,30,188,1,5
4877,Smartphones,300,30,23,190,23,3
4878,Computer,400,5,700,192,234,5
4879,Laptop,500,50,50,194,45,5
4880,Wacom Tablet ,600,70,400,196,345,7
4881,Bluetooth Speakers,700,20,7,198,567,3
4882,Television,700,30,3,200,409,4
4883,SmartWatches,2000,23,5,202,679,7
4884,Tablet,450,700,100,204,567,5
4885,Video Players,125,50,500,206,67,2
4886,Calculators ,500,30,50,208,34,6
4887,Mobile Phones,300,23,30,210,54,4
4888,Telephone,400,700,5,212,566,3
4889,Landline Phone,500,50,50,214,66,8
4890,Radios,600,50,70,216,450,3
4891,Wakie-Talkies,700,400,20,218,345,5
4892,Routers,700,7,30,220,456,6
4893,Modems,800,3,23,222,564,7
4894,Gaming Coonsoles,300,5,700,224,456,4
4895,Music Players,500,100,50,226,563,8
4896,E-readers,500,500,50,228,30,3
4897,Kindle,700,50,400,230,40,2
4898,Projector,500,30,7,232,50,5
4899,Refrigerator,600,5,3,234,55,3
4900,WashingMachine,800,50,5,236,34,7
4901,Dryers,700,70,100,238,45,6
4902,Ovens,300,20,500,240,35,4
4903,Microwaves,400,30,50,242,26,4
4904,Air Conditioner,500,23,30,244,27,6
4905,Cameras,400,700,5,246,28,8
4906,Drone,200,50,50,248,49,5
4907,Virtual Reality Headsets,100,400,70,250,459,3
4908,Fitness Trackers,450,7,20,252,678,5
4909,Headphones ,670,3,30,254,678,5
4910,Earpods,890,5,23,256,789,7
4911,Blutooth Headphones,670,100,700,258,697,3
4912,Speakers,450,500,50,260,457,4
4913,Power Bank,340,50,400,262,567,7
4914,External Hard Dirves,750,30,7,264,466,5
4915,Printers,670,5,3,266,55,2
4916,Scanners,340,50,5,268,367,6
4917,Proector,250,70,100,270,45,4
4918,Electronic toothbrushes,450,20,500,272,36,3
4919,Pocket cameras,760,30,50,274,457,8
4920,ATM,160,23,30,276,33,3
4921,Sensors,2000,700,5,278,4,5
4922,Smartphones,450,50,50,280,5,6
4923,Computer,125,50,70,282,6,7
4924,Laptop,500,400,20,284,7,4
4925,Wacom Tablet ,300,7,30,286,67,8
4926,Bluetooth Speakers,400,3,23,288,50,3
4927,Television,500,5,700,290,67,2
4928,SmartWatches,600,100,50,292,46,5
4929,Tablet,700,500,50,294,235,3
4930,Video Players,700,50,400,296,670,7
4931,Calculators ,750,30,7,298,457,6
4932,Mobile Phones,670,5,3,300,234,4
4933,Telephone,340,50,5,302,560,4
4934,Landline Phone,250,70,100,304,230,6
4935,Radios,450,20,500,306,43,8
4936,Wakie-Talkies,760,30,50,308,104,5
4937,Routers,160,23,30,310,923,3
4938,Modems,2000,700,5,312,345,5
4939,Gaming Coonsoles,450,50,50,314,230,5
4940,Music Players,125,400,70,316,456,7
4941,E-readers,500,7,20,318,1,3
4942,Kindle,300,3,30,320,23,4
4943,Projector,400,5,23,322,234,7
4944,Refrigerator,500,100,23,324,45,5
4945,WashingMachine,600,500,700,326,345,2
4946,Dryers,700,50,50,328,567,6
4947,Ovens,700,30,50,330,409,4
4948,Microwaves,2000,5,400,332,679,3
4949,Air Conditioner,450,50,7,334,567,8
4950,Cameras,125,400,3,336,67,3
4951,Drone,500,7,5,338,34,5
4952,Virtual Reality Headsets,300,3,100,340,54,6
4953,Fitness Trackers,400,5,500,342,566,7
4954,Headphones ,500,100,50,344,66,5
4955,Earpods,600,500,30,346,450,7
4956,Blutooth Headphones,700,50,5,348,345,3
4957,Speakers,700,30,50,350,456,4
4958,Power Bank,800,5,70,352,564,7
4959,External Hard Dirves,300,50,20,354,456,5
4960,Printers,500,70,30,356,563,2
4961,Scanners,500,20,23,358,6,6
4962,Proector,700,30,700,360,12,4
4963,Electronic toothbrushes,500,23,50,362,67,3
4964,Pocket cameras,600,700,400,364,34,8
4965,ATM,800,50,7,366,57,3
4966,Sensors,700,400,3,368,34,5
4967,Smartphones,300,7,5,370,120,6
4968,Computer,400,3,100,372,330,7
4969,Laptop,500,5,500,374,23,4
4970,Wacom Tablet ,400,100,50,376,34,8
4971,Bluetooth Speakers,200,500,30,378,56,3
4972,Television,100,50,5,380,78,2
4973,SmartWatches,450,30,50,382,98,5
4974,Tablet,670,5,70,384,90,3
4975,Video Players,890,50,20,386,10,7
4976,Calculators ,670,70,30,388,34,6
4977,Mobile Phones,450,20,23,390,20,4
4978,Telephone,340,30,700,392,23,4
4979,Landline Phone,750,23,50,394,30,6
4980,Radios,670,700,50,396,40,8
4981,Wakie-Talkies,340,50,400,398,50,5
4982,Routers,250,50,7,400,55,3
4983,Modems,450,400,3,402,34,5
4984,Gaming Coonsoles,760,7,5,404,45,5
4985,Music Players,160,3,100,406,35,7
4986,E-readers,2000,5,500,408,26,3
4987,Kindle,450,100,50,410,27,4
4988,Projector,125,500,30,412,28,7
4989,Refrigerator,500,50,5,414,49,5
4990,WashingMachine,300,30,50,416,459,2
4991,Dryers,400,5,70,418,678,6
4992,Ovens,500,50,20,420,678,4
4993,Microwaves,600,70,30,422,789,3
4994,Air Conditioner,700,20,23,424,697,8
4995,Cameras,700,30,700,426,457,3
4996,Drone,400,23,50,428,567,5
4997,Virtual Reality Headsets,500,700,400,430,466,6
4998,Fitness Trackers,600,50,7,432,55,7
4999,Headphones ,700,400,3,434,367,4
